"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","PID","REACTOME","VALIDATION","DIANA","MIRANDA","MIRBRIDGE","PICTAR","PITA","RNA22","TARGETSCAN","TOTAL_HIT"
"WNT1","wingless-type MMTV integration site family, member 1","5","5","3","6","","V","V","V","V","V","V","V","7"
"MAFB","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B","0","0","0","0","V","V","V","","V","V","","V","6"
"ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","1","0","1","6","","V","V","V","V","V","","V","6"
"ACSL1","acyl-CoA synthetase long-chain family member 1","5","0","0","6","","V","V","V","V","V","","V","6"
"ACSL4","acyl-CoA synthetase long-chain family member 4","5","0","0","5","","V","V","V","V","V","","V","6"
"ACVR1","activin A receptor, type I","2","1","3","0","","V","V","V","V","V","","V","6"
"ADCY1","adenylate cyclase 1 (brain)","16","13","3","44","","V","V","V","V","V","","V","6"
"ADCY2","adenylate cyclase 2 (brain)","13","0","3","41","","V","V","V","V","V","","V","6"
"AKAP1","A kinase (PRKA) anchor protein 1","0","0","1","2","","V","V","","V","V","V","V","6"
"ARHGAP12","Rho GTPase activating protein 12","0","0","0","3","","V","V","","V","V","V","V","6"
"ARHGEF12","Rho guanine nucleotide exchange factor (GEF) 12","3","2","1","15","","V","V","","V","V","V","V","6"
"ASXL2","additional sex combs like 2 (Drosophila)","0","0","0","0","","V","V","V","V","V","","V","6"
"B4GALT5","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5","1","0","0","6","","V","V","V","V","V","","V","6"
"BAHD1","bromo adjacent homology domain containing 1","0","0","0","0","","V","V","","V","V","V","V","6"
"BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","2","1","3","2","","V","V","V","V","V","","V","6"
"BTBD3","BTB (POZ) domain containing 3","0","0","0","0","","V","V","V","V","V","","V","6"
"BTG1","B-cell translocation gene 1, anti-proliferative","0","0","0","0","","V","V","V","V","V","","V","6"
"CBFB","core-binding factor, beta subunit","0","0","3","0","","V","V","V","V","V","","V","6"
"CHST1","carbohydrate (keratan sulfate Gal-6) sulfotransferase 1","1","0","0","0","","V","V","V","V","V","","V","6"
"CLIP1","CAP-GLY domain containing linker protein 1","0","0","2","5","","V","V","V","V","V","","V","6"
"CLTC","clathrin, heavy chain (Hc)","4","0","2","23","","V","V","V","V","V","","V","6"
"CMPK1","cytidine monophosphate (UMP-CMP) kinase 1, cytosolic","2","0","0","3","","V","V","V","V","V","","V","6"
"CNIH","","0","0","0","0","","V","V","V","V","V","","V","6"
"CNOT7","CCR4-NOT transcription complex, subunit 7","1","0","0","5","","V","V","V","V","V","","V","6"
"COL19A1","collagen, type XIX, alpha 1","0","0","0","0","","V","V","V","V","V","","V","6"
"CREB5","cAMP responsive element binding protein 5","3","0","0","0","","V","V","V","","V","V","V","6"
"DICER1","dicer 1, ribonuclease type III","0","0","1","2","","V","V","V","V","V","","V","6"
"E2F7","E2F transcription factor 7","0","0","1","0","","V","V","","V","V","V","V","6"
"EDA","ectodysplasin A","1","0","0","0","","V","V","V","V","V","","V","6"
"EGR3","early growth response 3","0","1","1","0","","V","V","V","","V","V","V","6"
"ELK3","ELK3, ETS-domain protein (SRF accessory protein 2)","0","0","0","0","","V","V","V","V","V","","V","6"
"EPC2","enhancer of polycomb homolog 2 (Drosophila)","0","0","0","0","","V","V","V","V","V","","V","6"
"ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","3","1","0","0","","V","V","V","V","V","","V","6"
"EREG","epiregulin","1","0","2","0","","V","V","V","V","V","","V","6"
"ESR1","estrogen receptor 1","0","3","11","3","","V","V","V","V","V","","V","6"
"EXOC5","exocyst complex component 5","0","0","2","2","","V","V","V","V","V","","V","6"
"FAM155B","family with sequence similarity 155, member B","0","0","0","0","","V","V","","V","V","V","V","6"
"FBXL11","","0","0","0","0","","V","V","","V","V","V","V","6"
"FOXF2","forkhead box F2","0","0","0","0","","V","V","V","V","V","","V","6"
"FRMD6","FERM domain containing 6","0","0","0","0","","V","V","","V","V","V","V","6"
"FSTL5","follistatin-like 5","0","0","0","0","","V","V","","V","V","V","V","6"
"GAP43","growth associated protein 43","0","0","1","0","","V","V","V","V","V","","V","6"
"GDA","guanine deaminase","2","0","0","4","","V","V","V","V","V","","V","6"
"GJA1","gap junction protein, alpha 1, 43kDa","2","1","3","12","","V","V","V","V","V","","V","6"
"GOLT1B","golgi transport 1B","0","0","0","0","","V","V","V","V","","V","V","6"
"GTF2H1","general transcription factor IIH, polypeptide 1, 62kDa","2","0","0","41","","V","V","V","","V","V","V","6"
"HOXC8","homeobox C8","0","0","0","0","","V","V","","V","V","V","V","6"
"IKZF4","IKAROS family zinc finger 4 (Eos)","0","0","0","0","","V","V","V","V","V","","V","6"
"INHBB","inhibin, beta B","2","0","0","4","","V","V","V","V","V","","V","6"
"INO80","INO80 complex subunit","0","0","0","0","","V","V","","V","V","V","V","6"
"IRF1","interferon regulatory factor 1","1","0","5","10","","V","V","V","V","V","","V","6"
"ITPR1","inositol 1,4,5-trisphosphate receptor, type 1","13","0","0","30","","V","V","V","V","V","","V","6"
"JAKMIP1","janus kinase and microtubule interacting protein 1","0","0","0","0","","V","V","V","V","V","","V","6"
"JARID2","jumonji, AT rich interactive domain 2","0","0","0","0","","V","V","","V","V","V","V","6"
"LMTK2","lemur tyrosine kinase 2","0","0","0","0","","V","V","","V","V","V","V","6"
"LNPEP","leucyl/cystinyl aminopeptidase","1","0","1","6","","V","V","V","V","V","","V","6"
"MAP3K12","mitogen-activated protein kinase kinase kinase 12","1","1","1","0","","V","V","V","V","V","","V","6"
"MBNL1","muscleblind-like splicing regulator 1","0","0","0","0","","V","V","V","V","V","","V","6"
"MECP2","methyl CpG binding protein 2 (Rett syndrome)","0","0","0","0","","V","V","V","V","V","","V","6"
"MED12L","mediator complex subunit 12-like","0","0","0","0","","V","V","","V","V","V","V","6"
"MET","met proto-oncogene","11","2","10","5","","V","V","V","","V","V","V","6"
"MYB","v-myb avian myeloblastosis viral oncogene homolog","0","0","5","2","","V","V","V","V","V","","V","6"
"MYT1","myelin transcription factor 1","0","3","0","0","","V","V","V","V","V","","V","6"
"NEUROD1","neuronal differentiation 1","1","0","0","4","","V","V","V","V","V","","V","6"
"NRP1","neuropilin 1","1","0","3","13","","V","V","V","V","V","","V","6"
"PAFAH1B1","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)","2","0","2","11","","V","V","V","V","V","","V","6"
"PDGFRA","platelet-derived growth factor receptor, alpha polypeptide","11","6","3","3","","V","V","V","V","V","","V","6"
"PGM2L1","phosphoglucomutase 2-like 1","1","0","0","0","","V","V","","V","V","V","V","6"
"PHF3","PHD finger protein 3","0","0","0","0","","V","V","","V","V","V","V","6"
"POU3F2","POU class 3 homeobox 2","0","0","0","0","","V","V","","V","V","V","V","6"
"POU4F1","POU class 4 homeobox 1","0","0","2","0","","V","V","V","V","V","","V","6"
"PRKAA1","protein kinase, AMP-activated, alpha 1 catalytic subunit","5","2","2","11","","V","V","","V","V","V","V","6"
"PSAP","prosaposin","1","0","0","4","","V","V","V","V","V","","V","6"
"PSD","pleckstrin and Sec7 domain containing","1","0","0","0","","V","V","V","V","V","","V","6"
"PTPRM","protein tyrosine phosphatase, receptor type, M","2","0","1","0","","V","V","V","V","V","","V","6"
"QKI","QKI, KH domain containing, RNA binding","0","0","0","0","","V","V","","V","V","V","V","6"
"RAB5A","RAB5A, member RAS oncogene family","5","2","8","2","","V","V","V","V","V","","V","6"
"RAB5B","RAB5B, member RAS oncogene family","4","0","0","0","","V","V","V","V","V","","V","6"
"RAP2C","RAP2C, member of RAS oncogene family","0","0","0","0","","V","V","V","V","V","","V","6"
"RNF38","ring finger protein 38","0","0","0","0","","V","V","","V","V","V","V","6"
"ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","1","0","1","8","","V","V","V","V","V","V","","6"
"RTN1","reticulon 1","0","0","0","0","","V","V","V","V","V","","V","6"
"RUNX3","runt-related transcription factor 3","0","0","1","0","","V","V","V","V","V","","V","6"
"SHANK2","SH3 and multiple ankyrin repeat domains 2","0","0","0","0","","V","V","","V","V","V","V","6"
"SLMAP","sarcolemma associated protein","0","0","0","0","","V","V","V","","V","V","V","6"
"SMAD5","SMAD family member 5","1","2","3","2","","V","V","V","V","V","","V","6"
"SNAP25","synaptosomal-associated protein, 25kDa","1","0","1","17","","V","V","V","V","V","","V","6"
"SNX2","sorting nexin 2","0","0","1","4","","V","V","V","V","V","","V","6"
"SOX5","SRY (sex determining region Y)-box 5","0","0","0","0","","V","V","V","V","V","","V","6"
"SPHK2","sphingosine kinase 2","5","0","3","2","","V","V","V","V","V","","V","6"
"STARD13","StAR-related lipid transfer (START) domain containing 13","0","0","0","3","","V","V","","V","V","V","V","6"
"STC1","stanniocalcin 1","0","0","0","0","","V","V","","V","V","V","V","6"
"STIM2","stromal interaction molecule 2","0","0","0","0","","V","V","","V","V","V","V","6"
"STX6","syntaxin 6","1","0","0","3","","V","V","V","","V","V","V","6"
"TAF4","TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa","2","0","0","15","","V","V","V","V","V","","V","6"
"TNRC6A","trinucleotide repeat containing 6A","0","0","0","0","","V","V","","V","V","V","V","6"
"TP63","tumor protein p63","0","0","2","0","","V","V","V","V","V","","V","6"
"TRIM2","tripartite motif containing 2","0","0","0","0","","V","V","V","V","V","","V","6"
"TRPS1","trichorhinophalangeal syndrome I","0","0","0","0","","V","V","V","V","V","","V","6"
"TSPYL2","TSPY-like 2","0","0","0","3","","V","V","V","V","V","","V","6"
"UBE2D1","ubiquitin-conjugating enzyme E2D 1","2","0","2","26","","V","V","V","V","V","","V","6"
"UBE2D2","ubiquitin-conjugating enzyme E2D 2","3","0","1","7","","V","V","V","V","V","","V","6"
"UBE2W","ubiquitin-conjugating enzyme E2W (putative)","1","0","0","4","","V","V","","V","V","V","V","6"
"USP6","ubiquitin specific peptidase 6 (Tre-2 oncogene)","0","0","1","0","","V","V","","V","V","V","V","6"
"VCPIP1","valosin containing protein (p97)/p47 complex interacting protein 1","0","0","0","0","","V","V","V","","V","V","V","6"
"WASL","Wiskott-Aldrich syndrome-like","7","3","9","10","","V","V","V","","V","V","V","6"
"WHSC1L1","Wolf-Hirschhorn syndrome candidate 1-like 1","1","0","0","0","","V","V","V","V","V","","V","6"
"ZEB2","zinc finger E-box binding homeobox 2","0","0","0","0","","V","V","V","V","V","","V","6"
"ZFPM2","zinc finger protein, FOG family member 2","0","0","0","2","","V","V","V","V","V","","V","6"
"ZFYVE9","zinc finger, FYVE domain containing 9","2","1","1","2","","V","V","V","V","V","","V","6"
"ZNF238","","0","0","0","0","","V","V","V","V","V","","V","6"
"ZNF3","zinc finger protein 3","0","0","0","2","","V","V","V","V","V","","V","6"
"TGFA","transforming growth factor, alpha","7","0","3","0","","","V","V","V","V","V","V","6"
"ABCC5","ATP-binding cassette, sub-family C (CFTR/MRP), member 5","1","0","0","2","","V","V","V","V","V","","","5"
"ABHD3","abhydrolase domain containing 3","0","0","0","0","","V","V","","V","V","","V","5"
"ACBD3","acyl-CoA binding domain containing 3","0","0","0","0","","V","V","V","","V","","V","5"
"ACBD5","acyl-CoA binding domain containing 5","0","0","0","0","","V","V","","V","V","","V","5"
"ADAM12","ADAM metallopeptidase domain 12","0","1","3","2","","V","V","","V","V","","V","5"
"AGFG1","ArfGAP with FG repeats 1","0","0","0","0","","V","V","","V","V","","V","5"
"AKAP7","A kinase (PRKA) anchor protein 7","0","0","0","0","","V","V","V","V","","","V","5"
"ANKRD12","ankyrin repeat domain 12","0","0","0","0","","V","V","","V","V","","V","5"
"APPL1","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1","2","0","1","3","","V","V","V","","V","","V","5"
"ARHGAP1","Rho GTPase activating protein 1","0","1","2","3","","V","","V","V","V","","V","5"
"ARID4B","AT rich interactive domain 4B (RBP1-like)","0","0","0","0","","V","V","V","V","V","","","5"
"ARL6IP1","ADP-ribosylation factor-like 6 interacting protein 1","0","0","0","0","","V","V","","V","V","","V","5"
"ARRDC3","arrestin domain containing 3","0","0","0","0","","V","V","","V","V","","V","5"
"ATG2B","autophagy related 2B","0","0","0","0","","V","V","","","V","V","V","5"
"ATP6V1B2","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2","6","0","0","6","","V","V","V","V","V","","","5"
"ATRN","attractin","0","0","0","0","","V","V","","V","V","","V","5"
"BACH2","BTB and CNC homology 1, basic leucine zipper transcription factor 2","0","0","0","0","","V","V","","V","V","","V","5"
"BAZ2A","bromodomain adjacent to zinc finger domain, 2A","0","0","0","0","","V","V","","V","V","","V","5"
"BHLHB3","","1","0","1","2","","V","V","","V","V","","V","5"
"BLCAP","bladder cancer associated protein","0","0","0","0","","V","V","","V","V","","V","5"
"BPTF","bromodomain PHD finger transcription factor","0","0","0","0","","V","","V","V","V","","V","5"
"BTAF1","BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa","0","0","0","0","","V","V","V","V","V","","","5"
"BTBD7","BTB (POZ) domain containing 7","0","0","0","0","","V","V","","V","V","","V","5"
"BZRAP1","benzodiazapine receptor (peripheral) associated protein 1","0","0","0","0","","V","V","V","V","","","V","5"
"C16ORF70","chromosome 16 open reading frame 70","0","0","0","0","","V","V","","V","V","","V","5"
"C1ORF144","","0","0","0","0","","V","V","","V","V","","V","5"
"C3ORF59","","0","0","0","0","","V","V","","V","V","","V","5"
"C5ORF30","chromosome 5 open reading frame 30","0","0","0","0","","V","V","V","V","","","V","5"
"CAMTA1","calmodulin binding transcription activator 1","0","0","0","0","","V","V","","V","V","","V","5"
"CANX","calnexin","3","0","0","13","","V","V","","V","V","","V","5"
"CAPRIN2","caprin family member 2","0","0","0","0","","V","V","","V","V","","V","5"
"CASD1","CAS1 domain containing 1","0","0","0","0","","V","V","","V","V","","V","5"
"CCDC88A","coiled-coil domain containing 88A","0","0","0","0","","V","V","V","V","V","","","5"
"CCRN4L","CCR4 carbon catabolite repression 4-like (S. cerevisiae)","0","0","0","2","","V","","V","V","V","","V","5"
"CD69","CD69 molecule","0","0","0","0","","V","V","V","V","","","V","5"
"CEP120","centrosomal protein 120kDa","0","0","0","0","","V","V","","V","V","","V","5"
"CEP170","centrosomal protein 170kDa","0","0","0","0","","V","V","","V","V","","V","5"
"CFL2","cofilin 2 (muscle)","3","0","1","0","","V","V","V","V","V","","","5"
"CHD5","chromodomain helicase DNA binding protein 5","0","0","0","0","","V","V","","","V","V","V","5"
"CHD9","chromodomain helicase DNA binding protein 9","0","0","0","3","","V","V","","V","V","V","","5"
"CHMP4B","charged multivesicular body protein 4B","1","0","0","2","","V","V","V","","V","","V","5"
"CLCN5","chloride channel, voltage-sensitive 5","0","0","0","0","","V","V","","V","V","","V","5"
"CLOCK","clock circadian regulator","1","0","1","2","","V","V","","V","V","","V","5"
"CNOT6","CCR4-NOT transcription complex, subunit 6","1","0","0","5","","V","V","","V","V","","V","5"
"CPEB1","cytoplasmic polyadenylation element binding protein 1","3","0","1","0","","V","V","","","V","V","V","5"
"CPEB3","cytoplasmic polyadenylation element binding protein 3","0","0","0","0","","V","V","","","V","V","V","5"
"CPEB4","cytoplasmic polyadenylation element binding protein 4","0","0","0","0","","V","V","","V","V","","V","5"
"CUL3","cullin 3","1","0","3","4","","V","V","","V","V","","V","5"
"CUL5","cullin 5","1","0","0","7","","V","V","","V","V","V","","5"
"CYLD","cylindromatosis (turban tumor syndrome)","1","0","2","6","","V","V","","V","V","","V","5"
"DCP2","decapping mRNA 2","1","0","0","9","","V","V","V","","V","","V","5"
"DCUN1D4","DCN1, defective in cullin neddylation 1, domain containing 4","0","0","0","0","","V","V","","","V","V","V","5"
"DIP2A","DIP2 disco-interacting protein 2 homolog A (Drosophila)","0","0","0","0","","V","","","V","V","V","V","5"
"DNM2","dynamin 2","3","0","6","21","","V","","V","V","V","","V","5"
"DOCK3","dedicator of cytokinesis 3","0","0","0","2","","V","V","","V","V","","V","5"
"DPYSL2","dihydropyrimidinase-like 2","1","0","0","6","","V","V","","V","V","","V","5"
"DSEL","dermatan sulfate epimerase-like","0","0","0","0","","V","V","","V","V","","V","5"
"DYNLL2","dynein, light chain, LC8-type 2","1","0","0","4","","V","V","","V","V","V","","5"
"EFNB2","ephrin-B2","1","0","3","0","","V","V","","V","V","","V","5"
"EIF2C1","","0","0","0","2","","V","V","","V","V","","V","5"
"EIF2C4","","0","0","0","2","","V","V","","V","V","","V","5"
"EPS15","epidermal growth factor receptor pathway substrate 15","1","1","3","3","","V","V","V","","V","","V","5"
"ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","3","1","3","0","","V","V","V","","V","","V","5"
"FAM175B","family with sequence similarity 175, member B","0","0","0","0","","V","V","","","V","V","V","5"
"FAM178A","family with sequence similarity 178, member A","0","0","0","0","","V","V","","V","V","","V","5"
"FAM73A","family with sequence similarity 73, member A","0","0","0","0","","V","V","","V","V","","V","5"
"FANCA","Fanconi anemia, complementation group A","0","0","2","2","","V","V","V","V","","V","","5"
"FBXO28","F-box protein 28","0","0","0","0","","V","V","","V","V","","V","5"
"FXR1","fragile X mental retardation, autosomal homolog 1","0","0","0","0","","V","V","","","V","V","V","5"
"G3BP2","GTPase activating protein (SH3 domain) binding protein 2","0","0","0","3","","V","V","V","","V","","V","5"
"GADD45A","growth arrest and DNA-damage-inducible, alpha","3","4","7","0","","V","V","V","V","V","","","5"
"GATAD2B","GATA zinc finger domain containing 2B","0","0","1","0","","V","V","","V","V","","V","5"
"GMFB","glia maturation factor, beta","0","0","0","0","","V","V","V","","V","","V","5"
"GPATCH8","G patch domain containing 8","0","0","0","0","","V","V","","V","V","","V","5"
"HBP1","HMG-box transcription factor 1","0","0","6","0","","V","V","","V","V","","V","5"
"HECA","headcase homolog (Drosophila)","0","0","0","0","","V","V","","V","V","","V","5"
"HIVEP2","human immunodeficiency virus type I enhancer binding protein 2","0","0","0","0","","V","V","","V","V","","V","5"
"HLF","hepatic leukemia factor","0","0","0","0","","V","V","","","V","V","V","5"
"HOXA3","homeobox A3","0","0","0","0","","V","V","","V","V","","V","5"
"IER3IP1","immediate early response 3 interacting protein 1","0","0","0","0","","V","V","","V","V","","V","5"
"IGF1","insulin-like growth factor 1 (somatomedin C)","13","7","6","7","","V","V","V","","V","","V","5"
"IGSF3","immunoglobulin superfamily, member 3","0","0","0","0","","V","V","V","","V","","V","5"
"ING1","inhibitor of growth family, member 1","0","0","0","0","","V","V","V","","V","","V","5"
"INSIG1","insulin induced gene 1","0","0","0","0","","V","V","V","","V","","V","5"
"ITPK1","inositol-tetrakisphosphate 1-kinase","3","0","0","2","","V","","V","V","V","","V","5"
"KIAA0831","","0","0","0","0","","V","V","","V","V","","V","5"
"KIAA1468","KIAA1468","0","0","0","0","","V","V","","V","V","","V","5"
"KLF13","Kruppel-like factor 13","0","0","0","0","","V","V","","V","V","","V","5"
"KLHL20","kelch-like family member 20","0","0","1","4","","V","V","","V","V","","V","5"
"LIMD2","LIM domain containing 2","0","0","0","0","","V","V","","V","V","","V","5"
"LONRF1","LON peptidase N-terminal domain and ring finger 1","0","0","0","0","","V","V","","V","V","","V","5"
"LRCH2","leucine-rich repeats and calponin homology (CH) domain containing 2","0","0","0","0","","V","V","","V","V","","V","5"
"LRP12","low density lipoprotein receptor-related protein 12","0","0","0","0","","V","V","V","","V","","V","5"
"LRP2","low density lipoprotein receptor-related protein 2","1","0","1","3","","V","V","V","","V","","V","5"
"LYSMD3","LysM, putative peptidoglycan-binding, domain containing 3","0","0","0","0","","V","V","","","V","V","V","5"
"MAF","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog","0","1","3","0","","V","V","V","","V","","V","5"
"MAML1","mastermind-like 1 (Drosophila)","1","0","2","6","","V","","V","V","V","","V","5"
"MARCH2","membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase","0","0","0","0","","V","V","","V","V","V","","5"
"MAT2B","methionine adenosyltransferase II, beta","3","0","0","4","","V","V","","V","V","","V","5"
"MDFIC","MyoD family inhibitor domain containing","0","0","1","0","","V","V","","V","V","","V","5"
"MDGA2","MAM domain containing glycosylphosphatidylinositol anchor 2","0","0","0","0","","V","V","","V","V","","V","5"
"MFSD6","major facilitator superfamily domain containing 6","0","0","0","0","","V","V","","","V","V","V","5"
"MIB1","mindbomb E3 ubiquitin protein ligase 1","0","0","1","0","","V","V","V","","V","","V","5"
"MID1IP1","MID1 interacting protein 1","0","0","0","0","","V","V","","V","V","","V","5"
"MLEC","malectin","0","0","0","4","","V","","","V","V","V","V","5"
"MLL","","0","0","0","0","","V","V","V","","V","","V","5"
"MLL3","","0","0","0","0","","V","V","V","","V","","V","5"
"MLLT10","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10","0","0","0","0","","V","V","","V","V","","V","5"
"MPHOSPH9","M-phase phosphoprotein 9","0","0","0","0","","V","V","","V","V","","V","5"
"MPPED2","metallophosphoesterase domain containing 2","0","0","0","0","","V","V","","V","V","","V","5"
"MTF1","metal-regulatory transcription factor 1","0","0","0","0","","V","V","","V","V","","V","5"
"MTMR9","myotubularin related protein 9","0","0","0","0","","V","V","V","","V","","V","5"
"MYT1L","myelin transcription factor 1-like","0","0","0","0","","V","V","","","V","V","V","5"
"N4BP1","NEDD4 binding protein 1","0","0","0","0","","V","V","","","V","V","V","5"
"NAV2","neuron navigator 2","0","0","0","0","","V","V","","","V","V","V","5"
"NCOA1","nuclear receptor coactivator 1","0","3","9","5","","V","V","V","","V","","V","5"
"NDEL1","nudE neurodevelopment protein 1-like 1","0","0","2","5","","V","V","","V","V","","V","5"
"NHLH2","nescient helix loop helix 2","0","0","0","0","","V","V","","V","V","","V","5"
"NHS","Nance-Horan syndrome (congenital cataracts and dental anomalies)","0","0","0","0","","V","V","","V","V","","V","5"
"NME7","NME/NM23 family member 7","3","0","0","0","","V","V","","V","V","","V","5"
"NPAT","nuclear protein, ataxia-telangiectasia locus","0","0","0","0","","V","V","V","","V","","V","5"
"NPNT","nephronectin","0","0","1","0","","V","V","","","V","V","V","5"
"NPTN","neuroplastin","0","0","0","0","","V","","","V","V","V","V","5"
"NPTX1","neuronal pentraxin I","0","0","0","0","","V","V","V","","V","","V","5"
"NR3C2","nuclear receptor subfamily 3, group C, member 2","1","0","0","3","","V","V","","V","V","","V","5"
"NRBF2","nuclear receptor binding factor 2","0","0","0","3","","V","V","","V","V","","V","5"
"OTUD4","OTU domain containing 4","0","0","0","0","","V","V","","V","V","V","","5"
"PAK6","p21 protein (Cdc42/Rac)-activated kinase 6","6","1","0","4","","V","","V","V","V","","V","5"
"PAN3","PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)","0","0","0","5","","V","V","","V","V","","V","5"
"PDE4B","phosphodiesterase 4B, cAMP-specific","1","0","0","6","","V","V","","","V","V","V","5"
"PEX5L","peroxisomal biogenesis factor 5-like","0","0","0","0","","V","V","","V","V","","V","5"
"PHF12","PHD finger protein 12","0","0","0","0","","V","V","V","","V","","V","5"
"PHF17","","0","0","0","0","","V","V","V","","V","","V","5"
"PHF20","PHD finger protein 20","0","0","0","0","","V","V","V","","V","","V","5"
"PIGA","phosphatidylinositol glycan anchor biosynthesis, class A","2","0","0","4","","V","V","V","","V","","V","5"
"PIP5K3","","4","0","0","0","","V","V","V","","V","","V","5"
"PITPNM2","phosphatidylinositol transfer protein, membrane-associated 2","0","0","0","0","","V","V","","V","V","","V","5"
"PLAA","phospholipase A2-activating protein","1","0","0","0","","V","V","","V","V","","V","5"
"PLCB1","phospholipase C, beta 1 (phosphoinositide-specific)","19","11","7","20","","V","V","V","V","V","","","5"
"PMEPA1","prostate transmembrane protein, androgen induced 1","0","0","0","0","","V","V","","V","V","","V","5"
"PRICKLE2","prickle homolog 2 (Drosophila)","1","0","0","0","","V","","","V","V","V","V","5"
"PRKD3","protein kinase D3","0","0","0","0","","V","V","","V","V","","V","5"
"PTGES3","prostaglandin E synthase 3 (cytosolic)","0","0","1","2","","V","V","","","V","V","V","5"
"PTP4A1","protein tyrosine phosphatase type IVA, member 1","0","0","1","0","","V","V","","V","V","","V","5"
"PTPRG","protein tyrosine phosphatase, receptor type, G","0","0","0","0","","V","V","","V","V","","V","5"
"RAB34","RAB34, member RAS oncogene family","0","0","0","0","","V","V","","V","V","","V","5"
"RAPGEF4","Rap guanine nucleotide exchange factor (GEF) 4","1","0","0","13","","V","V","","V","V","","V","5"
"RBBP8","retinoblastoma binding protein 8","0","1","5","2","","V","V","","V","V","","V","5"
"RNF2","ring finger protein 2","0","0","0","0","","V","V","V","","V","","V","5"
"RPS6KA5","ribosomal protein S6 kinase, 90kDa, polypeptide 5","3","4","4","35","","V","V","V","V","V","","","5"
"SASH1","SAM and SH3 domain containing 1","0","0","0","0","","V","V","","V","V","","V","5"
"SFRS2","","1","0","0","0","","V","V","V","","V","","V","5"
"SLAIN1","SLAIN motif family, member 1","0","0","0","0","","V","V","","V","V","","V","5"
"SLC24A3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3","0","0","0","4","","V","V","","V","V","","V","5"
"SLC43A2","solute carrier family 43 (amino acid system L transporter), member 2","0","0","0","4","","V","V","","V","V","V","","5"
"SLC44A1","solute carrier family 44 (choline transporter), member 1","0","0","0","3","","V","V","","V","V","","V","5"
"SLC6A6","solute carrier family 6 (neurotransmitter transporter), member 6","0","0","0","6","","V","V","V","","V","","V","5"
"SMOC1","SPARC related modular calcium binding 1","0","0","0","0","","V","V","","V","V","","V","5"
