ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-132-3p,MIMAT0000426,FXR1,8087,PAR-CLIP,23446348|20371350|26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,TAF15,8148,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GDF5,8200,Luciferase reporter assay//Western blot,27556448,Unspecified
hsa-mir-132-3p,MIMAT0000426,KDM5C,8242,PAR-CLIP,23592263,Unspecified
hsa-mir-132-3p,MIMAT0000426,FZD6,8323,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,PIP5K1A,8394,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PIK3R3,8503,Luciferase reporter assay//qRT-PCR//Western blot,26252738,Unspecified
hsa-mir-132-3p,MIMAT0000426,CNTNAP1,8506,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PLA2G4C,8605,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CD164,8763,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ATP6V0E1,8992,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,USP8,9101,HITS-CLIP,23313552,Unspecified
hsa-mir-132-3p,MIMAT0000426,PDLIM7,9260,CLASH,23622248,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARHGAP32,9743,Luciferase reporter assay//qRT-PCR//Western blot,18082412|18577589|19850129,Unspecified
hsa-mir-132-3p,MIMAT0000426,DAZAP2,9802,PAR-CLIP,26701625|27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,HS3ST3B1,9953,PAR-CLIP,23446348|22012620|26701625|27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,NR1D2,9975,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ACTR2,10097,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FRY,10129,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SPRY1,10252,Luciferase reporter assay//Western blot,25945589,Unspecified
hsa-mir-132-3p,MIMAT0000426,STAG1,10274,PAR-CLIP,22100165,Unspecified
hsa-mir-132-3p,MIMAT0000426,RACK1,10399,CLASH,23622248,Unspecified
hsa-mir-132-3p,MIMAT0000426,EXOC5,10640,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,YKT6,10652,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CD226,10666,HITS-CLIP,23824327,Unspecified
hsa-mir-132-3p,MIMAT0000426,CHL1,10752,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,NUP50,10762,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,NCKAP1,10787,CLASH,23622248,Unspecified
hsa-mir-132-3p,MIMAT0000426,PLPBP,11212,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TUSC2,11334,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF652,22834,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,RAB18,22931,PAR-CLIP,22012620,Unspecified
hsa-mir-132-3p,MIMAT0000426,TBC1D9,23158,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,RRS1,23212,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,FBXO28,23219,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ANKRD28,23243,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,OTUD3,23252,PAR-CLIP,27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,CAMSAP2,23271,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CSTF2T,23283,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SMCHD1,23347,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CRTC1,23373,PAR-CLIP,23446348,Unspecified
hsa-mir-132-3p,MIMAT0000426,SIRT1,23411,ChIP-seq//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,19819989|28383763,Unspecified
hsa-mir-132-3p,MIMAT0000426,NCS1,23413,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TSPAN12,23554,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,MTO1,25821,PAR-CLIP,27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,ASF1A,25842,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,FGF22,27006,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,B3GAT1,27087,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,AGO2,27161,Immunoblot//Luciferase reporter assay//qRT-PCR,26475020,Unspecified
hsa-mir-132-3p,MIMAT0000426,EML4,27436,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,SEC61A1,29927,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,DMGDH,29958,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MDFIC,29969,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GMNN,51053,PAR-CLIP,27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,PHF20L1,51105,HITS-CLIP,23824327,Unspecified
hsa-mir-132-3p,MIMAT0000426,IER3IP1,51124,HITS-CLIP,23313552,Unspecified
hsa-mir-132-3p,MIMAT0000426,IRAK4,51135,Luciferase reporter assay,23264652,Unspecified
hsa-mir-132-3p,MIMAT0000426,JPT1,51155,Luciferase reporter assay//Microarray//QRTPCR//Western blot,25538559,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZDHHC2,51201,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SNX7,51375,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,POLK,51426,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,HACD3,51495,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CTDSPL2,51496,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,BRWD1,54014,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC38A2,54407,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,CCSER2,54462,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GNL3L,54552,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ALKBH4,54784,HITS-CLIP,23824327,Unspecified
hsa-mir-132-3p,MIMAT0000426,MTMR10,54893,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KLHL11,55175,Luciferase reporter assay//Microarray//QRTPCR//Western blot,25538559,Unspecified
hsa-mir-132-3p,MIMAT0000426,VPS13D,55187,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SETD5,55209,PAR-CLIP,26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,ETNK2,55224,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,YY1AP1,55249,Luciferase reporter assay//qRT-PCR//Western blot,26096363,Unspecified
hsa-mir-132-3p,MIMAT0000426,UBE2W,55284,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,LGR4,55366,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TRIM36,55521,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SOX6,55553,Luciferase reporter assay//Western blot,27556448,Unspecified
hsa-mir-132-3p,MIMAT0000426,DOCK10,55619,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,INTS8,55656,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MUC13,56667,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,17612493|28339011,Unspecified
hsa-mir-132-3p,MIMAT0000426,PARP11,57097,PAR-CLIP,22012620,Unspecified
hsa-mir-132-3p,MIMAT0000426,RTN4,57142,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CYP20A1,57404,HITS-CLIP,23824327,Unspecified
hsa-mir-132-3p,MIMAT0000426,TNRC6C,57690,HITS-CLIP,19536157,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRX,57716,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,AASDHPPT,60496,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FKBP10,60681,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRDM15,63977,PAR-CLIP,22291592,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRSS22,64063,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SAMSN1,64092,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,C6orf106,64771,PAR-CLIP,23592263,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRAMEF1,65121,PAR-CLIP,20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,C8orf33,65265,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GID4,79018,HITS-CLIP,23313552,Unspecified
hsa-mir-132-3p,MIMAT0000426,CHAC1,79094,PAR-CLIP,23592263,Unspecified
hsa-mir-132-3p,MIMAT0000426,RNF128,79589,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SH3TC2,79628,PAR-CLIP,27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAT4,79633,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GSTCD,79807,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,DCAF17,80067,HITS-CLIP,23706177,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC25A32,81034,HITS-CLIP,23824327,Unspecified
hsa-mir-132-3p,MIMAT0000426,VMP1,81671,HITS-CLIP//PAR-CLIP,23592263|23446348|21572407|20371350|24906430|23824327|23706177|23313552|22927820|19536157|26701625|27292025|27418678|28735896,Unspecified
hsa-mir-132-3p,MIMAT0000426,TMEM47,83604,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TLN2,83660,Luciferase reporter assay,22310291|22330136,Unspecified
hsa-mir-132-3p,MIMAT0000426,CALN1,83698,HITS-CLIP,19536157,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC10A7,84068,PAR-CLIP,27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,HOOK3,84376,PAR-CLIP,22100165,Unspecified
hsa-mir-132-3p,MIMAT0000426,FBN3,84467,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EBPL,84650,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PARP10,84875,CLASH,23622248,Unspecified
hsa-mir-132-3p,MIMAT0000426,WNT3A,89780,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EMILIN3,90187,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,DEPDC7,91614,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ADAMTSL1,92949,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TJAP1,93643,Luciferase reporter assay//PAR-CLIP,23184980|21572407|26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,OSBPL8,114882,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SFXN2,118980,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAT3,120114,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARL14EP,120534,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CMTM3,123920,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CST9L,128821,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM199X,139231,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MUC17,140453,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF280B,140883,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,TRUB1,142940,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,KBTBD3,143879,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM81A,145773,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ANKRD29,147463,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARL6IP6,151188,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SYNE3,161176,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SPRED1,161742,Luciferase reporter assay//Microarray//Western blot,17612493|25945589,Unspecified
hsa-mir-132-3p,MIMAT0000426,UBXN2A,165324,HITS-CLIP//PAR-CLIP,23706177|27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,LCA5,167691,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,BMPER,168667,PAR-CLIP,23708386,Unspecified
hsa-mir-132-3p,MIMAT0000426,OLFML2A,169611,HITS-CLIP,23824327,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARID2,196528,PAR-CLIP,23592263,Unspecified
hsa-mir-132-3p,MIMAT0000426,CC2D1B,200014,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARL13B,200894,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ADGRF4,221393,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TWISTNB,221830,PAR-CLIP,22012620|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,SYT14,255928,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EOGT,285203,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KRT6C,286887,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,COX8C,341947,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KCTD4,386618,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM221B,392307,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF724,440519,PAR-CLIP,20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,SYNDIG1L,646658,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KRTAP4-11,653240,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CCDC169,728591,PAR-CLIP,22012620,Unspecified
hsa-mir-132-3p,MIMAT0000426,GJE1,100126572,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,OCLN,100506658,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,RTEL1-TNFRSF6B,100533107,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ADH1A,124,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ALK,238,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,AMD1,262,PAR-CLIP,23446348|27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,TRIM23,373,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARF6,382,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARR3,407,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TNFRSF17,608,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,BNIP2,663,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CA1,759,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CALU,813,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CASP7,840,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CCNA2,890,qRT-PCR//Western blot,21329664,Unspecified
hsa-mir-132-3p,MIMAT0000426,CCNB1,891,qRT-PCR//Western blot,21329664,Unspecified
hsa-mir-132-3p,MIMAT0000426,CDH3,1001,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CDKN1A,1026,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,20190813|26701625|27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,CFTR,1080,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CHRNA5,1138,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CR2,1380,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CRK,1398,Luciferase reporter assay//Microarray,23184980|17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CYP2E1,1571,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CYP26A1,1592,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CD55,1604,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,HBEGF,1839,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,21853268|22310291|17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ECT2,1894,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EIF2S3,1968,PAR-CLIP,20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,EPHA4,2043,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EYA4,2070,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FABP7,2173,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ACSL4,2182,HITS-CLIP//PAR-CLIP,21572407,Unspecified
