ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-138-5p,MIMAT0000430,LCN2,3934,Luciferase reporter assay//qRT-PCR//Western blot,23300839,Unspecified
hsa-mir-138-5p,MIMAT0000430,LNPEP,4012,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,LPL,4023,Next Generation Sequencing (NGS)//qRT-PCR,20486779|27762728,Unspecified
hsa-mir-138-5p,MIMAT0000430,MXD1,4084,Luciferase reporter assay//Microarray,22921398,Unspecified
hsa-mir-138-5p,MIMAT0000430,MAP3K11,4296,Luciferase reporter assay,24211202,Unspecified
hsa-mir-138-5p,MIMAT0000430,MMP3,4314,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,MYBL2,4605,PAR-CLIP,27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,NEUROD1,4760,HITS-CLIP,19536157,Unspecified
hsa-mir-138-5p,MIMAT0000430,NFKB1,4790,Western blot,26823826,Unspecified
hsa-mir-138-5p,MIMAT0000430,NVL,4931,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,SERPINE1,5054,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,PFN2,5217,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,PHKG2,5261,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLAGL2,5326,HITS-CLIP,23313552,Unspecified
hsa-mir-138-5p,MIMAT0000430,POLR2E,5434,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,PPARG,5468,qRT-PCR,20486779,Unspecified
hsa-mir-138-5p,MIMAT0000430,MAP2K7,5609,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,RELN,5649,Luciferase reporter assay,23438760,Unspecified
hsa-mir-138-5p,MIMAT0000430,PTK2,5747,Luciferase reporter assay//Western blot,21444814,Unspecified
hsa-mir-138-5p,MIMAT0000430,RARA,5914,CLASH//Luciferase reporter assay//Western blot,23622248|25680531,Unspecified
hsa-mir-138-5p,MIMAT0000430,RGS12,6002,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,RPA1,6117,PAR-CLIP,27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,S100A1,6271,Immunoblot//Luciferase reporter assay,24244340,Unspecified
hsa-mir-138-5p,MIMAT0000430,SNAI2,6591,qRT-PCR//Western blot,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,SOX4,6659,Luciferase reporter assay,23389731,Unspecified
hsa-mir-138-5p,MIMAT0000430,SOX9,6662,Mass spectrometry//qRT-PCR//Western blot,27347323,Unspecified
hsa-mir-138-5p,MIMAT0000430,TERT,7015,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,18201269|25845814,Unspecified
hsa-mir-138-5p,MIMAT0000430,UBE2V1,7335,PAR-CLIP,20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,VIM,7431,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,21770894|22766839|26796277,Unspecified
hsa-mir-138-5p,MIMAT0000430,DEK,7913,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,FOSL1,8061,Luciferase reporter assay//Western blot,21969367,Unspecified
hsa-mir-138-5p,MIMAT0000430,KDM5C,8242,Luciferase reporter assay//qRT-PCR//Western blot,26621457,Unspecified
hsa-mir-138-5p,MIMAT0000430,PPM1D,8493,HITS-CLIP,23824327,Unspecified
hsa-mir-138-5p,MIMAT0000430,EED,8726,qRT-PCR//Western blot,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,HIST1H2BJ,8970,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,ROCK2,9475,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,20232393,Unspecified
hsa-mir-138-5p,MIMAT0000430,BAG4,9530,PAR-CLIP,21572407,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZEB2,9839,qRT-PCR//Reporter assay,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLEKHM1,9842,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,FGF19,9965,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,DNAJB6,10049,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,FEM1B,10116,PAR-CLIP,23446348,Unspecified
hsa-mir-138-5p,MIMAT0000430,ACTR1A,10121,HITS-CLIP,27418678,Unspecified
hsa-mir-138-5p,MIMAT0000430,YAP1,10413,Luciferase reporter assay//qRT-PCR//Western blot,26239136,Unspecified
hsa-mir-138-5p,MIMAT0000430,IGF2BP1,10642,PAR-CLIP,23446348|21572407|20371350|26701625|27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,CELF1,10658,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZMYND11,10771,PAR-CLIP,20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,BLCAP,10904,Luciferase reporter assay//Microarray,22921398,Unspecified
hsa-mir-138-5p,MIMAT0000430,FERMT2,10979,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,23446348|26474967,Unspecified
hsa-mir-138-5p,MIMAT0000430,HNRNPUL1,11100,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,VASH1,22846,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,PPP1R13B,23368,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,SIRT1,23411,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,22228303|28052003|28236278|27207584,Unspecified
hsa-mir-138-5p,MIMAT0000430,TRAM1,23471,PAR-CLIP,23592263,Unspecified
hsa-mir-138-5p,MIMAT0000430,CAPN7,23473,HITS-CLIP,23824327,Unspecified
hsa-mir-138-5p,MIMAT0000430,SUZ12,23512,qRT-PCR//Western blot,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,EID1,23741,Luciferase reporter assay//qRT-PCR//Quantitative proteomic approach//Western blot,20486779,Unspecified
hsa-mir-138-5p,MIMAT0000430,CBY1,25776,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,MTHFD1L,25902,HITS-CLIP,19536157,Unspecified
hsa-mir-138-5p,MIMAT0000430,ADGRA2,25960,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24582749,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLEK2,26499,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,AGO1,26523,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,TOR2A,27433,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,CD274,29126,Luciferase reporter assay//Western blot,27248318,Unspecified
hsa-mir-138-5p,MIMAT0000430,SENP1,29843,Luciferase reporter assay//qRT-PCR//Western blot,24691972,Unspecified
hsa-mir-138-5p,MIMAT0000430,ARHGEF3,50650,Luciferase reporter assay//qRT-PCR//Western blot,20232393,Unspecified
hsa-mir-138-5p,MIMAT0000430,BCL11A,53335,Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//RNA-binding protein immunoprecipitation//Western blot,28303002,Unspecified
hsa-mir-138-5p,MIMAT0000430,MYO3A,53904,PAR-CLIP,22012620,Unspecified
hsa-mir-138-5p,MIMAT0000430,FAM35A,54537,PAR-CLIP,20371350|26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,SEMA4C,54910,PAR-CLIP,24398324|23446348|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,NPLOC4,55666,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,KCNK12,56660,HITS-CLIP,21572407,Unspecified
hsa-mir-138-5p,MIMAT0000430,ARHGAP31,57514,HITS-CLIP,28735896,Unspecified
hsa-mir-138-5p,MIMAT0000430,CCAR2,57805,PAR-CLIP,26701625|27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,TP53INP2,58476,PAR-CLIP,23446348|27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,MEAF6,64769,HITS-CLIP,23313552,Unspecified
hsa-mir-138-5p,MIMAT0000430,RMND5A,64795,Immunofluorescence//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24057215,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZNF426,79088,HITS-CLIP,23313552,Unspecified
hsa-mir-138-5p,MIMAT0000430,C12orf49,79794,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZNF607,84775,PAR-CLIP,23592263,Unspecified
hsa-mir-138-5p,MIMAT0000430,HIST1H2BK,85236,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,SLC45A3,85414,Luciferase reporter assay//Reporter assay//Western blot,18193184,Unspecified
hsa-mir-138-5p,MIMAT0000430,LIN52,91750,PAR-CLIP,21572407,Unspecified
hsa-mir-138-5p,MIMAT0000430,MEX3A,92312,PAR-CLIP,23592263,Unspecified
hsa-mir-138-5p,MIMAT0000430,DMKN,93099,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,CYTOR,112597,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,28077595,Unspecified
hsa-mir-138-5p,MIMAT0000430,NACC1,112939,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,TWIST2,117581,Luciferase reporter assay,24171926,Unspecified
hsa-mir-138-5p,MIMAT0000430,CST9,128822,PAR-CLIP,23592263,Unspecified
hsa-mir-138-5p,MIMAT0000430,ARHGAP42,143872,PAR-CLIP,23446348|21572407|26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,FAM109A,144717,HITS-CLIP,27418678,Unspecified
hsa-mir-138-5p,MIMAT0000430,PPM1L,151742,HITS-CLIP,23824327,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLEKHG4B,153478,PAR-CLIP,22012620,Unspecified
hsa-mir-138-5p,MIMAT0000430,TSTD2,158427,PAR-CLIP,23592263,Unspecified
hsa-mir-138-5p,MIMAT0000430,FUT11,170384,HITS-CLIP,23824327,Unspecified
hsa-mir-138-5p,MIMAT0000430,C7orf33,202865,PAR-CLIP,22012620|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,YPEL4,219539,PAR-CLIP,27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,ARL5B,221079,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,TMEM189,387521,PAR-CLIP,20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,TMEM189-UBE2V1,387522,PAR-CLIP,20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,C16orf87,388272,PAR-CLIP,22100165,Unspecified
hsa-mir-138-5p,MIMAT0000430,IGLON5,402665,HITS-CLIP,24906430|23824327|27418678,Unspecified
hsa-mir-138-5p,MIMAT0000430,CASTOR2,729438,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,RHOC,389,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Reporter assay//Western blot,20232393|21770894|23007504|21572407|26701625|27292025,Unspecified
hsa-mir-138-5p,MIMAT0000430,BAG1,573,Luciferase reporter assay//qRT-PCR//Western blot,25962180,Unspecified
hsa-mir-138-5p,MIMAT0000430,CCND1,595,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,22739938|28275859,Unspecified
hsa-mir-138-5p,MIMAT0000430,CASP3,836,Luciferase reporter assay,22921398,Unspecified
hsa-mir-138-5p,MIMAT0000430,CCND3,896,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,22362728|23208504|25439221|26823826,Unspecified
hsa-mir-138-5p,MIMAT0000430,CDH2,1000,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,CSRP2,1466,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-138-5p,MIMAT0000430,EIF4EBP1,1978,Luciferase reporter assay//qRT-PCR,26891291|28075468,Unspecified
hsa-mir-138-5p,MIMAT0000430,EZH2,2146,//ELISA//Immunoblot//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Reporter assay//Western blot,23343715|21770894|23707559|25339353|27019355|27266699,Unspecified
hsa-mir-138-5p,MIMAT0000430,GNAI2,2771,Microarray//qRT-PCR//Western blot,21079996,Unspecified
hsa-mir-138-5p,MIMAT0000430,HIF1A,3091,Luciferase reporter assay,21875287|23389731,Unspecified
hsa-mir-138-5p,MIMAT0000430,HMGA1,3159,PAR-CLIP,22012620,Unspecified
hsa-mir-138-5p,MIMAT0000430,MXD1,4084,Luciferase reporter assay//Microarray,22921398,Unspecified
hsa-mir-138-5p,MIMAT0000430,MMP3,4314,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,SERPINE1,5054,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,PFN2,5217,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,PHKG2,5261,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLAGL2,5326,HITS-CLIP,23313552,Unspecified
hsa-mir-138-5p,MIMAT0000430,MAP2K7,5609,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,RARA,5914,CLASH//Luciferase reporter assay//Western blot,23622248|25680531,Unspecified
hsa-mir-138-5p,MIMAT0000430,SNAI2,6591,qRT-PCR//Western blot,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,SOX4,6659,Luciferase reporter assay,23389731,Unspecified
hsa-mir-138-5p,MIMAT0000430,SOX9,6662,Mass spectrometry//qRT-PCR//Western blot,27347323,Unspecified
hsa-mir-138-5p,MIMAT0000430,TERT,7015,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,18201269|25845814,Unspecified
hsa-mir-138-5p,MIMAT0000430,VIM,7431,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,21770894|22766839|26796277,Unspecified
hsa-mir-138-5p,MIMAT0000430,DEK,7913,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,FOSL1,8061,Luciferase reporter assay//Western blot,21969367,Unspecified
hsa-mir-138-5p,MIMAT0000430,EED,8726,qRT-PCR//Western blot,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,ROCK2,9475,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,20232393,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZEB2,9839,qRT-PCR//Reporter assay,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,CELF1,10658,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,BLCAP,10904,Luciferase reporter assay//Microarray,22921398,Unspecified
hsa-mir-138-5p,MIMAT0000430,FERMT2,10979,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,23446348|26474967,Unspecified
hsa-mir-138-5p,MIMAT0000430,HNRNPUL1,11100,PAR-CLIP,26701625,Unspecified
hsa-mir-138-5p,MIMAT0000430,SIRT1,23411,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,22228303|28052003|28236278|27207584,Unspecified
hsa-mir-138-5p,MIMAT0000430,TRAM1,23471,PAR-CLIP,23592263,Unspecified
hsa-mir-138-5p,MIMAT0000430,SUZ12,23512,qRT-PCR//Western blot,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,EID1,23741,Luciferase reporter assay//qRT-PCR//Quantitative proteomic approach//Western blot,20486779,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLEK2,26499,qRT-PCR,21770894,Unspecified
hsa-mir-138-5p,MIMAT0000430,AGO1,26523,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,SEMA4C,54910,PAR-CLIP,24398324|23446348|20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,RMND5A,64795,Immunofluorescence//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24057215,Unspecified
hsa-mir-138-5p,MIMAT0000430,SLC45A3,85414,Luciferase reporter assay//Reporter assay//Western blot,18193184,Unspecified
hsa-mir-138-5p,MIMAT0000430,LIN52,91750,PAR-CLIP,21572407,Unspecified
hsa-mir-138-5p,MIMAT0000430,DMKN,93099,CLASH,23622248,Unspecified
hsa-mir-138-5p,MIMAT0000430,PPM1L,151742,HITS-CLIP,23824327,Unspecified
hsa-mir-138-5p,MIMAT0000430,TMEM189-UBE2V1,387522,PAR-CLIP,20371350,Unspecified
hsa-mir-138-5p,MIMAT0000430,GCLC,2729,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,KRIT1,889,PAR-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,KRIT1,889,PAR-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,LASP1,3927,"Microarrays, Western Blot",tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,M6PR,4074,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SLC7A2,6542,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,DVL2,1856,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,UPF1,5976,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,CREBBP,1387,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,LAMP2,3920,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,IFRD1,3475,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PAFAH1B1,5048,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,GAS7,8522,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ST3GAL1,6482,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,BAZ1B,9031,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SPRTN,83932,PAR-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,NCAPD2,9918,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,NISCH,11188,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,MRC2,9902,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLAUR,5329,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ANLN,54443,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,NR1H4,9971,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,XYLT2,64132,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ATP1A2,477,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PHLDB1,23187,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,CYP24A1,1591,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZFP64,55734,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PLEKHB1,58473,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,GCLM,2730,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,CD44,960,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,POU2F2,5452,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,IKZF2,22807,PAR-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,FUT8,2530,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,VCL,7414,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,DEPDC1B,55789,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,VCAN,1462,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,TNC,3371,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ZIC2,7546,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,CTNNA1,1495,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,HSPA5,3309,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,DSG2,1829,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,WDR37,22884,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,LMO3,55885,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,DKK3,27122,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,MPHOSPH9,10198,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,THRAP3,9967,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,OPN3,23596,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,EIF2AK2,5610,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,KMT2C,58508,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ALDH18A1,5832,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,WNK1,65125,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,RPL18,6141,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,RNF4,6047,Chimeric fragments,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ST3GAL6,10402,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,CTSA,5476,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SLC12A2,6558,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SMARCD1,6602,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ASPM,259266,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,GOLGA5,9950,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,FGFR2,2263,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ISOC1,51015,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PFKP,5214,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SP100,6672,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,IFI35,3430,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PRR11,55771,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,LAPTM4A,9741,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,MAST4,375449,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,MAOB,4129,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,NEDD4,4734,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,MAPK6,5597,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,ASNS,440,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PABPC1,26986,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SEL1L,6400,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,TRIP13,9319,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,HMMR,3161,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,STK10,6793,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PANX2,56666,"Microarrays, qPCR, Western Blot",tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,KDM5A,5927,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PTGS2,5743,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,CLNS1A,1207,"Microarrays, qPCR",tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,PPP2R2C,5522,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,NTN4,59277,HITS-CLIP,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,NUAK1,9891,Microarrays,tarbase,Unspecified
hsa-mir-138-5p,MIMAT0000430,SEMA3A,10371,Microarrays,tarbase,Unspecified
