ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-133a-3p,MIMAT0000427,CCNI,10983,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SUPT16H,11198,PAR-CLIP,20371350,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NCDN,23154,HITS-CLIP,24906430|23824327|23313552|27418678,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SEPT6,23157,HITS-CLIP,27418678,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ARL6IP1,23204,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PACS2,23241,PAR-CLIP,23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RHOQ,23433,PAR-CLIP,23446348|22012620,Unspecified
hsa-mir-133a-3p,MIMAT0000427,KPNA6,23633,PAR-CLIP,26701625,Unspecified
hsa-mir-133a-3p,MIMAT0000427,LDLRAP1,26119,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,28257760,Unspecified
hsa-mir-133a-3p,MIMAT0000427,Foxl2,26927,Luciferase reporter assay//Western blot,25317675,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PRELID1,27166,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SENP1,29843,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CERS2,29956,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EGFL7,51162,Reporter assay,21249429,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ANGPT4,51378,HITS-CLIP,19536157,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CHMP3,51652,PAR-CLIP,22012620|21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,C11orf24,53838,PAR-CLIP,20371350,Unspecified
hsa-mir-133a-3p,MIMAT0000427,AFTPH,54812,Luciferase reporter assay//qRT-PCR//Western blot,25112884,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM120C,54954,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MEG3,55384,qRT-PCR//Western blot,28320084,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM160B1,57700,HITS-CLIP,21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,BCAN,63827,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PRDM16,63976,Luciferase reporter assay,23395168|23874225,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PLEKHG2,64857,HITS-CLIP,23313552,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PLEKHA3,65977,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,VKORC1,79001,Luciferase reporter assay,23154637,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EFHD2,79180,PAR-CLIP,23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ATP13A3,79572,PAR-CLIP,21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZMAT4,79698,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,DCAKD,79877,PAR-CLIP,22012620,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ABHD18,80167,HITS-CLIP,23313552,Unspecified
hsa-mir-133a-3p,MIMAT0000427,APOL6,80830,HITS-CLIP,19536157,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SESN2,83667,PAR-CLIP,23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZNF394,84124,PAR-CLIP,27292025,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZBTB37,84614,PAR-CLIP,22012620,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MYPN,84665,PAR-CLIP,22012620,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ANGEL2,90806,PAR-CLIP,27292025,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RFT1,91869,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SYAP1,94056,PAR-CLIP,21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PRRT2,112476,PAR-CLIP,23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RFFL,117584,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,23723074,Unspecified
hsa-mir-133a-3p,MIMAT0000427,C17orf64,124773,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM213B,127281,PAR-CLIP,27292025,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EMID1,129080,PAR-CLIP,23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TRIM71,131405,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZFP28,140612,PAR-CLIP,20371350,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SESN3,143686,PAR-CLIP,23446348,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CMTM4,146223,HITS-CLIP,19536157,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NFAM1,150372,HITS-CLIP,19536157|28735896,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RNF168,165918,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SGMS2,166929,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24715690,Unspecified
hsa-mir-133a-3p,MIMAT0000427,IBA57,200205,PAR-CLIP,21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SMIM14,201895,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TCTEX1D2,255758,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SNX33,257364,PAR-CLIP,22012620,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CCDC39,339829,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SNX30,401548,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24715690,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RBMXL1,494115,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZNF704,619279,PAR-CLIP,26701625,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TXNRD3NB,645840,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RNF103-CHMP3,100526767,PAR-CLIP,22012620|21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ALDOC,230,HITS-CLIP,23824327,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ANXA2,302,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24715690,Unspecified
hsa-mir-133a-3p,MIMAT0000427,BCL2L1,598,ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot,23756231|26276722,Unspecified
hsa-mir-133a-3p,MIMAT0000427,HCN2,610,Luciferase reporter assay//qRT-PCR//Western blot,19136465|18458081,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CACNA1C,775,Luciferase reporter assay//Western blot,19136465,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CDKN1A,1026,PAR-CLIP,23592263|22012620|26701625,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CNN2,1265,Microarray//PAR-CLIP,21396852|23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,COL1A1,1277,Reporter assay,21769867,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EGFR,1956,Flow//Luciferase reporter assay//qRT-PCR//Western blot,23069713|22407299|24816813|23786162|26134491,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FBN1,2200,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FTL,2512,Immunocytochemistry//Microarray//Western blot,21396852|23969999,Unspecified
hsa-mir-133a-3p,MIMAT0000427,GSTP1,2950,Microarray//Reporter assay,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,IGF1R,3480,Luciferase reporter assay//qRT-PCR//Western blot,25780292|24127040,Unspecified
hsa-mir-133a-3p,MIMAT0000427,KCNQ1,3784,5\'RACE//Luciferase reporter assay//Real time RT-PCR//Western blot,17443681,Unspecified
hsa-mir-133a-3p,MIMAT0000427,LASP1,3927,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,20843712|23968734,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MCL1,4170,ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot,23756231|26276722,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MSN,4478,qRT-PCR//Western blot,22266319,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PNP,4860,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,22068816|21701775,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PIK3R2,5296,Reporter assay,21249429,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PKM,5315,Immunohistochemistry,18464261,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PTMA,5757,PAR-CLIP,20371350,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RGS3,5998,Reporter assay,21249429,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FSCN1,6624,Luciferase reporter assay//Microarray//qRT-PCR//Reporter assay//Western blot,20160723|22292984|21351259|26173501|25621061,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SP1,6667,Immunofluorescence//Luciferase reporter assay//Western blot,22911796|24613927,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TPM1,7168,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TPM3,7170,PAR-CLIP,26701625,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NR2C2,7182,Luciferase reporter assay,27109382,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TAGLN2,8407,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Reporter assay//Western blot,21304530|21745735|21396852|21701775,Unspecified
hsa-mir-133a-3p,MIMAT0000427,UBA2,10054,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24715690,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ARPC5,10092,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,21396852|22378351,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SEC61B,10952,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ARL6IP1,23204,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PRELID1,27166,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SENP1,29843,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CERS2,29956,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EGFL7,51162,Reporter assay,21249429,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM120C,54954,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM160B1,57700,HITS-CLIP,21572407,Unspecified
hsa-mir-133a-3p,MIMAT0000427,BCAN,63827,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PLEKHA3,65977,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,VKORC1,79001,Luciferase reporter assay,23154637,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EFHD2,79180,PAR-CLIP,23592263,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RFT1,91869,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SESN3,143686,PAR-CLIP,23446348,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SGMS2,166929,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24715690,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SMIM14,201895,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TCTEX1D2,255758,Microarray,21396852,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SNX30,401548,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,24715690,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CFH,3075,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CYP51A1,1595,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,LAP3,51056,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TFPI,7035,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SLC25A5,292,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MEOX1,4222,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ITGA3,3675,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ABCC8,6833,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PHTF2,57157,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NADK,65220,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SPAG9,9043,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SEC62,7095,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CSDE1,7812,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,REV3L,5980,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FYN,2534,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MBTD1,54799,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PTBP1,5725,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PLAUR,5329,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZBTB32,27033,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NUB1,51667,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,GPRC5A,9052,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,XYLT2,64132,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RUFY3,22902,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,WWTR1,25937,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MNAT1,4331,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FHL1,2273,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZDHHC6,64429,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,BIRC3,330,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,BTN3A1,11119,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NUP160,23279,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,NUP160,23279,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,AIFM2,84883,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,DCUN1D1,54165,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ANO2,57101,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PER3,8863,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,HERPUD1,9709,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,OPN3,23596,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FOXC1,2296,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CHRDL2,25884,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM168A,23201,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM114A2,10827,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CYFIP2,26999,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,EIF2AK2,5610,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PUM2,23369,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,DCBLD2,131566,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,GDI2,2665,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PRDM1,639,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PARP12,64761,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SLC2A3,6515,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,OGFR,11054,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PIGV,55650,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ELMO2,63916,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SPHK2,56848,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MTMR1,8776,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TM7SF3,51768,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,GNAI3,2773,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SPEN,23013,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,FAM107B,83641,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SMARCD1,6602,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ASPM,259266,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,LRRC40,55631,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,IDI1,3422,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,KLF6,1316,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TRAM1,23471,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RHOA,387,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,IFI35,3430,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,DNAJA2,10294,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MAPK6,5597,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RAB27A,5873,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PFN2,5217,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SLC44A1,23446,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CFAP20,29105,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,TCF3,6929,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,MBD3,53615,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,SLC6A15,55117,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,RDH11,51109,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,ZFYVE26,23503,Microarrays,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,PVR,5817,HITS-CLIP,tarbase,Unspecified
hsa-mir-133a-3p,MIMAT0000427,CLASP1,23332,Microarrays,tarbase,Unspecified
